"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","77","Update user - successful","QA|Nova Bank - Infopool","Fri Oct 31 18:57:17 UTC 2025","failed","Fri Oct 31 18:57:17 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","144","audit trail","QA|Nova Bank - Infopool","Fri Oct 31 18:57:04 UTC 2025","failed","Fri Oct 31 18:57:04 UTC 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","81","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Fri Oct 31 18:57:16 UTC 2025","failed","Fri Oct 31 18:57:16 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","76","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Fri Oct 31 18:57:05 UTC 2025","failed","Fri Oct 31 18:57:05 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","74","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Fri Oct 31 18:57:15 UTC 2025","passed","Fri Oct 31 18:57:15 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","82","verifyOTP","QA|Nova Bank - Infopool","Fri Oct 31 18:57:01 UTC 2025","failed","Fri Oct 31 18:57:01 UTC 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","76","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Fri Oct 31 18:57:31 UTC 2025","failed","Fri Oct 31 18:57:31 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","3182","Search Customers","QA|Nova Bank - Infopool","Fri Oct 31 18:57:11 UTC 2025","failed","Fri Oct 31 18:57:14 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","75","Update profile - successful","QA|Nova Bank - Infopool","Fri Oct 31 18:57:03 UTC 2025","failed","Fri Oct 31 18:57:03 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","75","get all category","QA|Nova Bank - Infopool","Fri Oct 31 18:57:25 UTC 2025","failed","Fri Oct 31 18:57:25 UTC 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","81","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Oct 31 18:57:01 UTC 2025","failed","Fri Oct 31 18:57:01 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","74","No Auth - Fetch all users","QA|Nova Bank - Infopool","Fri Oct 31 18:57:16 UTC 2025","passed","Fri Oct 31 18:57:17 UTC 2025","v1 > Users > Fetch users","Bank Admin","",""
"","75","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Fri Oct 31 18:57:06 UTC 2025","failed","Fri Oct 31 18:57:07 UTC 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"Get a paginated list of reports with optional filtering","79","Get Reports","QA|Nova Bank - Infopool","Fri Oct 31 18:57:28 UTC 2025","failed","Fri Oct 31 18:57:29 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"","75","Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Oct 31 18:57:15 UTC 2025","failed","Fri Oct 31 18:57:15 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","80","Empty current password - Change password","QA|Nova Bank - Infopool","Fri Oct 31 18:57:02 UTC 2025","failed","Fri Oct 31 18:57:02 UTC 2025","v1 > Profile > Password","Bank User","",""
"","74","Get role by ID - successful","QA|Nova Bank - Infopool","Fri Oct 31 18:57:21 UTC 2025","failed","Fri Oct 31 18:57:21 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","76","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:20 UTC 2025","failed","Fri Oct 31 18:57:20 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","74","No auth - Update role status","QA|Nova Bank - Infopool","Fri Oct 31 18:57:21 UTC 2025","failed","Fri Oct 31 18:57:21 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"Update an existing report","75","Update Report - No auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:30 UTC 2025","failed","Fri Oct 31 18:57:30 UTC 2025","v1 > Report > Update Report","Bank Admin","",""
"","74","Get role by ID - no auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:21 UTC 2025","passed","Fri Oct 31 18:57:21 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","75","Export Report Data - No auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:31 UTC 2025","passed","Fri Oct 31 18:57:31 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","76","Export Report Data","QA|Nova Bank - Infopool","Fri Oct 31 18:57:31 UTC 2025","failed","Fri Oct 31 18:57:31 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","75","Get permission by ID - successful","QA|Nova Bank - Infopool","Fri Oct 31 18:57:21 UTC 2025","failed","Fri Oct 31 18:57:21 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","75","No Auth - Update definition","QA|Nova Bank - Infopool","Fri Oct 31 18:57:16 UTC 2025","failed","Fri Oct 31 18:57:16 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","75","Get events - invalid start date","QA|Nova Bank - Infopool","Fri Oct 31 18:57:04 UTC 2025","failed","Fri Oct 31 18:57:04 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","83","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Oct 31 18:57:01 UTC 2025","failed","Fri Oct 31 18:57:02 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","75","Empty fields - Update definition","QA|Nova Bank - Infopool","Fri Oct 31 18:57:16 UTC 2025","failed","Fri Oct 31 18:57:16 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","74","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Oct 31 18:57:20 UTC 2025","passed","Fri Oct 31 18:57:20 UTC 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","80","Change password - successful","QA|Nova Bank - Infopool","Fri Oct 31 18:57:02 UTC 2025","failed","Fri Oct 31 18:57:02 UTC 2025","v1 > Profile > Password","Bank User","",""
"","77","add_comment_successfully","QA|Nova Bank - Infopool","Fri Oct 31 18:57:07 UTC 2025","failed","Fri Oct 31 18:57:07 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","74","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Fri Oct 31 18:57:14 UTC 2025","failed","Fri Oct 31 18:57:14 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","76","Get all permissions","QA|Nova Bank - Infopool","Fri Oct 31 18:57:22 UTC 2025","failed","Fri Oct 31 18:57:22 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","3184","No auth - get all category","QA|Nova Bank - Infopool","Fri Oct 31 18:57:25 UTC 2025","passed","Fri Oct 31 18:57:28 UTC 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","76","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Fri Oct 31 18:57:16 UTC 2025","failed","Fri Oct 31 18:57:16 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","78","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Fri Oct 31 18:57:16 UTC 2025","passed","Fri Oct 31 18:57:16 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","76","Update role status","QA|Nova Bank - Infopool","Fri Oct 31 18:57:21 UTC 2025","failed","Fri Oct 31 18:57:21 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"","74","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Fri Oct 31 18:57:02 UTC 2025","passed","Fri Oct 31 18:57:02 UTC 2025","v1 > Profile > Roles","Bank User","",""
"","75","Create  organization - without parent id","QA|Nova Bank - Infopool","Fri Oct 31 18:57:17 UTC 2025","failed","Fri Oct 31 18:57:18 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","76","Add user to an organization - successful","QA|Nova Bank - Infopool","Fri Oct 31 18:57:20 UTC 2025","failed","Fri Oct 31 18:57:20 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","76","Create organization - no country ID","QA|Nova Bank - Infopool","Fri Oct 31 18:57:18 UTC 2025","failed","Fri Oct 31 18:57:18 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Delete a report (soft delete)","74","Delete Report - Invalid id","QA|Nova Bank - Infopool","Fri Oct 31 18:57:30 UTC 2025","failed","Fri Oct 31 18:57:30 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","74","No auth - update role","QA|Nova Bank - Infopool","Fri Oct 31 18:57:17 UTC 2025","failed","Fri Oct 31 18:57:17 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","82","verify OTP","QA|Nova Bank - Infopool","Fri Oct 31 18:57:02 UTC 2025","failed","Fri Oct 31 18:57:02 UTC 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","76","Create organization - name already exists","QA|Nova Bank - Infopool","Fri Oct 31 18:57:18 UTC 2025","failed","Fri Oct 31 18:57:18 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","77","Update user - empty action field","QA|Nova Bank - Infopool","Fri Oct 31 18:57:17 UTC 2025","failed","Fri Oct 31 18:57:17 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","75","Remove user from an organization - successful","QA|Nova Bank - Infopool","Fri Oct 31 18:57:20 UTC 2025","failed","Fri Oct 31 18:57:20 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Create a new report","76","Create Report - Empty category","QA|Nova Bank - Infopool","Fri Oct 31 18:57:30 UTC 2025","failed","Fri Oct 31 18:57:30 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","76","Fetch all organizations","QA|Nova Bank - Infopool","Fri Oct 31 18:57:18 UTC 2025","failed","Fri Oct 31 18:57:18 UTC 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","78","Add attachment to issue","QA|Nova Bank - Infopool","Fri Oct 31 18:57:06 UTC 2025","failed","Fri Oct 31 18:57:06 UTC 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","75","Create organization - empty mis code","QA|Nova Bank - Infopool","Fri Oct 31 18:57:18 UTC 2025","failed","Fri Oct 31 18:57:18 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","3165","No Auth - Get all permissions","QA|Nova Bank - Infopool","Fri Oct 31 18:57:22 UTC 2025","passed","Fri Oct 31 18:57:25 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","76","Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Oct 31 18:57:07 UTC 2025","failed","Fri Oct 31 18:57:07 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","75","Get events - invalid end date","QA|Nova Bank - Infopool","Fri Oct 31 18:57:04 UTC 2025","failed","Fri Oct 31 18:57:04 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","76","Update user - no auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:17 UTC 2025","failed","Fri Oct 31 18:57:17 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"Get a specific report by ID","74","Get Report by ID","QA|Nova Bank - Infopool","Fri Oct 31 18:57:29 UTC 2025","failed","Fri Oct 31 18:57:29 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","75","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Fri Oct 31 18:57:06 UTC 2025","failed","Fri Oct 31 18:57:06 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","82","No Auth - Update Issue","QA|Nova Bank - Infopool","Fri Oct 31 18:57:06 UTC 2025","failed","Fri Oct 31 18:57:06 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","78","Update user - invalid action","QA|Nova Bank - Infopool","Fri Oct 31 18:57:17 UTC 2025","failed","Fri Oct 31 18:57:17 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","75","Create organization - no name","QA|Nova Bank - Infopool","Fri Oct 31 18:57:18 UTC 2025","failed","Fri Oct 31 18:57:18 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","76","Logout session successfully","QA|Nova Bank - Infopool","Fri Oct 31 18:57:28 UTC 2025","failed","Fri Oct 31 18:57:28 UTC 2025","v1 > Logout","Bank Admin","",""
"","3138","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri Oct 31 18:57:08 UTC 2025","passed","Fri Oct 31 18:57:11 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","73","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri Oct 31 18:57:14 UTC 2025","passed","Fri Oct 31 18:57:14 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"Get a paginated list of reports with optional filtering","75","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Fri Oct 31 18:57:29 UTC 2025","failed","Fri Oct 31 18:57:29 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","88","Invalid credentials","QA|Nova Bank - Infopool","Fri Oct 31 18:57:00 UTC 2025","failed","Fri Oct 31 18:57:00 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","77","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Fri Oct 31 18:57:19 UTC 2025","failed","Fri Oct 31 18:57:19 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","88","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Fri Oct 31 18:57:04 UTC 2025","passed","Fri Oct 31 18:57:04 UTC 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","76","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Fri Oct 31 18:57:04 UTC 2025","failed","Fri Oct 31 18:57:05 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","75","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Fri Oct 31 18:57:18 UTC 2025","failed","Fri Oct 31 18:57:18 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","74","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Fri Oct 31 18:57:18 UTC 2025","passed","Fri Oct 31 18:57:18 UTC 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","77","Get Issue by ID","QA|Nova Bank - Infopool","Fri Oct 31 18:57:06 UTC 2025","failed","Fri Oct 31 18:57:06 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","139","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Fri Oct 31 18:57:05 UTC 2025","failed","Fri Oct 31 18:57:05 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","74","No Auth - Get all definitions","QA|Nova Bank - Infopool","Fri Oct 31 18:57:16 UTC 2025","failed","Fri Oct 31 18:57:16 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","76","Get events - no auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:03 UTC 2025","passed","Fri Oct 31 18:57:03 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","75","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Fri Oct 31 18:57:04 UTC 2025","failed","Fri Oct 31 18:57:04 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","74","Update profile - no auth","QA|Nova Bank - Infopool","Fri Oct 31 18:57:03 UTC 2025","failed","Fri Oct 31 18:57:03 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","77","category by id","QA|Nova Bank - Infopool","Fri Oct 31 18:57:28 UTC 2025","failed","Fri Oct 31 18:57:28 UTC 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","77","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Fri Oct 31 18:57:30 UTC 2025","failed","Fri Oct 31 18:57:30 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","75","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Fri Oct 31 18:57:16 UTC 2025","failed","Fri Oct 31 18:57:16 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","75","No auth - category by id","QA|Nova Bank - Infopool","Fri Oct 31 18:57:28 UTC 2025","passed","Fri Oct 31 18:57:28 UTC 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","86","Invalid email format","QA|Nova Bank - Infopool","Fri Oct 31 18:57:00 UTC 2025","failed","Fri Oct 31 18:57:01 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","75","reset password","QA|Nova Bank - Infopool","Fri Oct 31 18:57:01 UTC 2025","passed","Fri Oct 31 18:57:01 UTC 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
