"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39","audit trail - No Auth","QA|Nova Bank - Infopool","Sun Aug 03 20:12:28 GMT 2025","passed","Sun Aug 03 20:12:28 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","49","Role does not exist - update role","QA|Nova Bank - Infopool","Sun Aug 03 20:12:44 GMT 2025","passed","Sun Aug 03 20:12:44 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","87","Update organization details by ID - successful","QA|Nova Bank - Infopool","Sun Aug 03 20:12:45 GMT 2025","passed","Sun Aug 03 20:12:45 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","35","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun Aug 03 20:12:43 GMT 2025","passed","Sun Aug 03 20:12:43 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","110","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Aug 03 20:12:30 GMT 2025","passed","Sun Aug 03 20:12:30 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","36","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun Aug 03 20:12:44 GMT 2025","passed","Sun Aug 03 20:12:44 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","50","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Sun Aug 03 20:12:43 GMT 2025","passed","Sun Aug 03 20:12:43 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","86","verify OTP","QA|Nova Bank - Infopool","Sun Aug 03 20:12:25 GMT 2025","passed","Sun Aug 03 20:12:26 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","40","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Sun Aug 03 20:12:29 GMT 2025","passed","Sun Aug 03 20:12:29 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","55","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Aug 03 20:12:52 GMT 2025","passed","Sun Aug 03 20:12:52 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","53","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Aug 03 20:12:46 GMT 2025","passed","Sun Aug 03 20:12:46 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","120","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Aug 03 20:12:31 GMT 2025","passed","Sun Aug 03 20:12:31 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","47","Update profile - invalid phone number","QA|Nova Bank - Infopool","Sun Aug 03 20:12:27 GMT 2025","passed","Sun Aug 03 20:12:27 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","35","No auth - update role","QA|Nova Bank - Infopool","Sun Aug 03 20:12:44 GMT 2025","passed","Sun Aug 03 20:12:44 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","41","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Aug 03 20:12:29 GMT 2025","passed","Sun Aug 03 20:12:29 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","36","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Aug 03 20:12:45 GMT 2025","passed","Sun Aug 03 20:12:45 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","50","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Sun Aug 03 20:12:30 GMT 2025","passed","Sun Aug 03 20:12:30 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","137","Get events - invalid end date","QA|Nova Bank - Infopool","Sun Aug 03 20:12:28 GMT 2025","passed","Sun Aug 03 20:12:28 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","50","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Sun Aug 03 20:12:30 GMT 2025","passed","Sun Aug 03 20:12:30 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","37","No Auth - Update definition","QA|Nova Bank - Infopool","Sun Aug 03 20:12:43 GMT 2025","passed","Sun Aug 03 20:12:43 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","48","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sun Aug 03 20:12:52 GMT 2025","passed","Sun Aug 03 20:12:52 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","71","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sun Aug 03 20:12:31 GMT 2025","failed","Sun Aug 03 20:12:31 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","47","No user credentials","QA|Nova Bank - Infopool","Sun Aug 03 20:12:24 GMT 2025","passed","Sun Aug 03 20:12:24 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","53","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Aug 03 20:12:35 GMT 2025","passed","Sun Aug 03 20:12:35 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","283","reset password","QA|Nova Bank - Infopool","Sun Aug 03 20:12:25 GMT 2025","passed","Sun Aug 03 20:12:25 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","37","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Aug 03 20:12:44 GMT 2025","passed","Sun Aug 03 20:12:44 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","37","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Sun Aug 03 20:12:43 GMT 2025","failed","Sun Aug 03 20:12:43 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","92","Get all Issues","QA|Nova Bank - Infopool","Sun Aug 03 20:12:30 GMT 2025","failed","Sun Aug 03 20:12:30 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","51","Create organization - name already exists","QA|Nova Bank - Infopool","Sun Aug 03 20:12:45 GMT 2025","passed","Sun Aug 03 20:12:45 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","53","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun Aug 03 20:12:45 GMT 2025","passed","Sun Aug 03 20:12:45 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","57","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Sun Aug 03 20:12:31 GMT 2025","passed","Sun Aug 03 20:12:31 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","36","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Aug 03 20:12:52 GMT 2025","passed","Sun Aug 03 20:12:52 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","71","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Sun Aug 03 20:12:42 GMT 2025","failed","Sun Aug 03 20:12:42 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","38","No Auth - Change password","QA|Nova Bank - Infopool","Sun Aug 03 20:12:26 GMT 2025","passed","Sun Aug 03 20:12:26 GMT 2025","v1 > Profile > Password","Bank User","",""
"","53","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Aug 03 20:12:52 GMT 2025","passed","Sun Aug 03 20:12:53 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","114","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Aug 03 20:12:28 GMT 2025","passed","Sun Aug 03 20:12:28 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","70","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Aug 03 20:12:52 GMT 2025","passed","Sun Aug 03 20:12:52 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","6238","Invalid email format","QA|Nova Bank - Infopool","Sun Aug 03 20:12:18 GMT 2025","passed","Sun Aug 03 20:12:24 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","50","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Aug 03 20:12:43 GMT 2025","passed","Sun Aug 03 20:12:43 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","74","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Aug 03 20:12:31 GMT 2025","failed","Sun Aug 03 20:12:31 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","50","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Aug 03 20:12:45 GMT 2025","passed","Sun Aug 03 20:12:45 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","369","Get profile - successfully","QA|Nova Bank - Infopool","Sun Aug 03 20:12:27 GMT 2025","passed","Sun Aug 03 20:12:27 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","50","Get profile roles - No Auth","QA|Nova Bank - Infopool","Sun Aug 03 20:12:26 GMT 2025","passed","Sun Aug 03 20:12:26 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","36","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Aug 03 20:12:42 GMT 2025","passed","Sun Aug 03 20:12:42 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","48","successful dashboard embed","QA|Nova Bank - Infopool","Sun Aug 03 20:12:43 GMT 2025","passed","Sun Aug 03 20:12:43 GMT 2025","embed dashboard","Bank User","",""
"","61","Search Customers","QA|Nova Bank - Infopool","Sun Aug 03 20:12:38 GMT 2025","passed","Sun Aug 03 20:12:38 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","652","verifyOTP","QA|Nova Bank - Infopool","Sun Aug 03 20:12:24 GMT 2025","passed","Sun Aug 03 20:12:25 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","36","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Aug 03 20:12:52 GMT 2025","passed","Sun Aug 03 20:12:52 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","45","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Aug 03 20:12:25 GMT 2025","passed","Sun Aug 03 20:12:25 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","375","Change password - successful","QA|Nova Bank - Infopool","Sun Aug 03 20:12:26 GMT 2025","passed","Sun Aug 03 20:12:26 GMT 2025","v1 > Profile > Password","Bank User","",""
"","63","Get roles - successful","QA|Nova Bank - Infopool","Sun Aug 03 20:12:53 GMT 2025","passed","Sun Aug 03 20:12:53 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","84","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sun Aug 03 20:12:25 GMT 2025","failed","Sun Aug 03 20:12:25 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","763","Successful login","QA|Nova Bank - Infopool","Sun Aug 03 20:12:17 GMT 2025","passed","Sun Aug 03 20:12:17 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","47","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Aug 03 20:12:45 GMT 2025","passed","Sun Aug 03 20:12:45 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","36","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Aug 03 20:12:38 GMT 2025","passed","Sun Aug 03 20:12:38 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","45","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Aug 03 20:12:26 GMT 2025","passed","Sun Aug 03 20:12:27 GMT 2025","v1 > Profile > Password","Bank User","",""
"","65","Get all definitions","QA|Nova Bank - Infopool","Sun Aug 03 20:12:43 GMT 2025","passed","Sun Aug 03 20:12:43 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","55","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Aug 03 20:12:52 GMT 2025","passed","Sun Aug 03 20:12:52 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","39","Update profile - No Auth","QA|Nova Bank - Infopool","Sun Aug 03 20:12:27 GMT 2025","passed","Sun Aug 03 20:12:27 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","50","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Aug 03 20:12:27 GMT 2025","passed","Sun Aug 03 20:12:28 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","40","Update profile - no auth","QA|Nova Bank - Infopool","Sun Aug 03 20:12:27 GMT 2025","passed","Sun Aug 03 20:12:27 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","87","Delete Customer Comment","QA|Nova Bank - Infopool","Sun Aug 03 20:12:31 GMT 2025","passed","Sun Aug 03 20:12:32 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","3127","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sun Aug 03 20:12:46 GMT 2025","failed","Sun Aug 03 20:12:49 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","44","Update user - invalid action","QA|Nova Bank - Infopool","Sun Aug 03 20:12:44 GMT 2025","passed","Sun Aug 03 20:12:44 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","53","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Aug 03 20:12:25 GMT 2025","passed","Sun Aug 03 20:12:25 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","40","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Aug 03 20:12:31 GMT 2025","passed","Sun Aug 03 20:12:31 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","144","Update Issue","QA|Nova Bank - Infopool","Sun Aug 03 20:12:30 GMT 2025","passed","Sun Aug 03 20:12:30 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","36","No_auth_add_comments","QA|Nova Bank - Infopool","Sun Aug 03 20:12:31 GMT 2025","passed","Sun Aug 03 20:12:31 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","39","Get profile - No Auth","QA|Nova Bank - Infopool","Sun Aug 03 20:12:27 GMT 2025","passed","Sun Aug 03 20:12:27 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","48","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Aug 03 20:12:25 GMT 2025","passed","Sun Aug 03 20:12:25 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","102","Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Aug 03 20:12:31 GMT 2025","passed","Sun Aug 03 20:12:31 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","3106","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun Aug 03 20:12:49 GMT 2025","passed","Sun Aug 03 20:12:52 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","55","managers","QA|Nova Bank - Infopool","Sun Aug 03 20:12:53 GMT 2025","passed","Sun Aug 03 20:12:53 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","50","Empty current password - Change password","QA|Nova Bank - Infopool","Sun Aug 03 20:12:26 GMT 2025","passed","Sun Aug 03 20:12:26 GMT 2025","v1 > Profile > Password","Bank User","",""
"","40","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Sun Aug 03 20:12:29 GMT 2025","passed","Sun Aug 03 20:12:29 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","36","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Aug 03 20:12:38 GMT 2025","passed","Sun Aug 03 20:12:38 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","53","Create organization - no country ID","QA|Nova Bank - Infopool","Sun Aug 03 20:12:45 GMT 2025","failed","Sun Aug 03 20:12:45 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","942","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Aug 03 20:12:38 GMT 2025","passed","Sun Aug 03 20:12:39 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","47","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Aug 03 20:12:46 GMT 2025","passed","Sun Aug 03 20:12:46 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","47","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Sun Aug 03 20:12:31 GMT 2025","passed","Sun Aug 03 20:12:31 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","57","Fetch all organizations","QA|Nova Bank - Infopool","Sun Aug 03 20:12:45 GMT 2025","passed","Sun Aug 03 20:12:45 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","50","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sun Aug 03 20:12:45 GMT 2025","passed","Sun Aug 03 20:12:45 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","35","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Aug 03 20:12:52 GMT 2025","passed","Sun Aug 03 20:12:52 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","38","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Aug 03 20:12:45 GMT 2025","passed","Sun Aug 03 20:12:45 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","39","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Aug 03 20:12:30 GMT 2025","passed","Sun Aug 03 20:12:30 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","105","Forgot password - successful","QA|Nova Bank - Infopool","Sun Aug 03 20:12:25 GMT 2025","failed","Sun Aug 03 20:12:25 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","97","Update profile","QA|Nova Bank - Infopool","Sun Aug 03 20:12:27 GMT 2025","failed","Sun Aug 03 20:12:27 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","50","Create organization - empty description","QA|Nova Bank - Infopool","Sun Aug 03 20:12:45 GMT 2025","passed","Sun Aug 03 20:12:45 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","51","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Aug 03 20:12:42 GMT 2025","failed","Sun Aug 03 20:12:42 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","3132","Invalid name - Search Customers","QA|Nova Bank - Infopool","Sun Aug 03 20:12:35 GMT 2025","passed","Sun Aug 03 20:12:38 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","39","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Sun Aug 03 20:12:29 GMT 2025","passed","Sun Aug 03 20:12:29 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","49","get user role","QA|Nova Bank - Infopool","Sun Aug 03 20:12:44 GMT 2025","passed","Sun Aug 03 20:12:44 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","43","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Aug 03 20:12:29 GMT 2025","passed","Sun Aug 03 20:12:29 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","46","Update user - empty action field","QA|Nova Bank - Infopool","Sun Aug 03 20:12:44 GMT 2025","passed","Sun Aug 03 20:12:44 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","45","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Aug 03 20:12:25 GMT 2025","passed","Sun Aug 03 20:12:25 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","84","Get roles - successful","QA|Nova Bank - Infopool","Sun Aug 03 20:12:53 GMT 2025","passed","Sun Aug 03 20:12:53 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","44","No email - Forgot Password","QA|Nova Bank - Infopool","Sun Aug 03 20:12:25 GMT 2025","passed","Sun Aug 03 20:12:25 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","35","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Aug 03 20:12:52 GMT 2025","passed","Sun Aug 03 20:12:52 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","36","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun Aug 03 20:12:49 GMT 2025","failed","Sun Aug 03 20:12:49 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","93","Add attachment to issue","QA|Nova Bank - Infopool","Sun Aug 03 20:12:31 GMT 2025","failed","Sun Aug 03 20:12:31 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
