"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","134","Get events - invalid end date","QA|Nova Bank - Infopool","Wed Jul 09 18:51:24 GMT 2025","passed","Wed Jul 09 18:51:24 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","115","Update definition","QA|Nova Bank - Infopool","Wed Jul 09 18:51:40 GMT 2025","passed","Wed Jul 09 18:51:40 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","45","audit trail - No Auth","QA|Nova Bank - Infopool","Wed Jul 09 18:51:25 GMT 2025","passed","Wed Jul 09 18:51:25 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","3149","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Wed Jul 09 18:51:27 GMT 2025","passed","Wed Jul 09 18:51:30 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","80","Remove user from an organization - successful","QA|Nova Bank - Infopool","Wed Jul 09 18:51:50 GMT 2025","passed","Wed Jul 09 18:51:50 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","54","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jul 09 18:51:22 GMT 2025","passed","Wed Jul 09 18:51:22 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","117","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Wed Jul 09 18:51:24 GMT 2025","passed","Wed Jul 09 18:51:25 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","176","Get events - successful","QA|Nova Bank - Infopool","Wed Jul 09 18:51:24 GMT 2025","passed","Wed Jul 09 18:51:24 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","137","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Wed Jul 09 18:51:48 GMT 2025","passed","Wed Jul 09 18:51:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","53","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jul 09 18:51:21 GMT 2025","passed","Wed Jul 09 18:51:22 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","48","No Auth - Update Issue","QA|Nova Bank - Infopool","Wed Jul 09 18:51:33 GMT 2025","passed","Wed Jul 09 18:51:33 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","46","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Wed Jul 09 18:51:33 GMT 2025","passed","Wed Jul 09 18:51:34 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","56","Empty fields - Update definition","QA|Nova Bank - Infopool","Wed Jul 09 18:51:40 GMT 2025","passed","Wed Jul 09 18:51:40 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","59","Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed Jul 09 18:51:39 GMT 2025","failed","Wed Jul 09 18:51:39 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","61","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Wed Jul 09 18:51:49 GMT 2025","passed","Wed Jul 09 18:51:49 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","44","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Wed Jul 09 18:51:34 GMT 2025","passed","Wed Jul 09 18:51:34 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","48","Update profile - No Auth","QA|Nova Bank - Infopool","Wed Jul 09 18:51:24 GMT 2025","passed","Wed Jul 09 18:51:24 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","86","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Wed Jul 09 18:51:49 GMT 2025","failed","Wed Jul 09 18:51:49 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","84","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed Jul 09 18:51:34 GMT 2025","failed","Wed Jul 09 18:51:34 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","74","Update user - successful","QA|Nova Bank - Infopool","Wed Jul 09 18:51:41 GMT 2025","passed","Wed Jul 09 18:51:41 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","3148","Update user - invalid action","QA|Nova Bank - Infopool","Wed Jul 09 18:51:44 GMT 2025","passed","Wed Jul 09 18:51:47 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","63","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Wed Jul 09 18:51:34 GMT 2025","passed","Wed Jul 09 18:51:34 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","64","Fetch all users in an organization","QA|Nova Bank - Infopool","Wed Jul 09 18:51:49 GMT 2025","passed","Wed Jul 09 18:51:49 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","63","Create organization - name already exists","QA|Nova Bank - Infopool","Wed Jul 09 18:51:48 GMT 2025","passed","Wed Jul 09 18:51:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","45","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Wed Jul 09 18:51:39 GMT 2025","passed","Wed Jul 09 18:51:39 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","50","Get profile roles - No Auth","QA|Nova Bank - Infopool","Wed Jul 09 18:51:22 GMT 2025","passed","Wed Jul 09 18:51:22 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","212","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Wed Jul 09 18:51:26 GMT 2025","failed","Wed Jul 09 18:51:26 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","91","Delete Customer Comment","QA|Nova Bank - Infopool","Wed Jul 09 18:51:34 GMT 2025","passed","Wed Jul 09 18:51:35 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","70","Get all definitions","QA|Nova Bank - Infopool","Wed Jul 09 18:51:40 GMT 2025","passed","Wed Jul 09 18:51:40 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","66","Role does not exist - update role","QA|Nova Bank - Infopool","Wed Jul 09 18:51:47 GMT 2025","passed","Wed Jul 09 18:51:47 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","162","Invalid current password - Change password","QA|Nova Bank - Infopool","Wed Jul 09 18:51:22 GMT 2025","passed","Wed Jul 09 18:51:22 GMT 2025","v1 > Profile > Password","Bank User","",""
"","58","Send user invitation token - successful","QA|Nova Bank - Infopool","Wed Jul 09 18:51:25 GMT 2025","passed","Wed Jul 09 18:51:25 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","44","No Auth - Fetch all users","QA|Nova Bank - Infopool","Wed Jul 09 18:51:40 GMT 2025","passed","Wed Jul 09 18:51:41 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","82","Search Customers","QA|Nova Bank - Infopool","Wed Jul 09 18:51:35 GMT 2025","passed","Wed Jul 09 18:51:35 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","44","No auth - Create  organization","QA|Nova Bank - Infopool","Wed Jul 09 18:51:47 GMT 2025","passed","Wed Jul 09 18:51:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","55","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Wed Jul 09 18:51:50 GMT 2025","passed","Wed Jul 09 18:51:50 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","43","No Auth - Get all definitions","QA|Nova Bank - Infopool","Wed Jul 09 18:51:40 GMT 2025","passed","Wed Jul 09 18:51:40 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","49","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Wed Jul 09 18:51:40 GMT 2025","failed","Wed Jul 09 18:51:40 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","46","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Wed Jul 09 18:51:25 GMT 2025","passed","Wed Jul 09 18:51:25 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","58","Create organization - empty street value","QA|Nova Bank - Infopool","Wed Jul 09 18:51:48 GMT 2025","failed","Wed Jul 09 18:51:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","48","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Wed Jul 09 18:51:49 GMT 2025","passed","Wed Jul 09 18:51:49 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","45","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Wed Jul 09 18:51:25 GMT 2025","passed","Wed Jul 09 18:51:25 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","83","Create  organization","QA|Nova Bank - Infopool","Wed Jul 09 18:51:47 GMT 2025","failed","Wed Jul 09 18:51:47 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","49","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jul 09 18:51:22 GMT 2025","passed","Wed Jul 09 18:51:22 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","51","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Wed Jul 09 18:51:21 GMT 2025","passed","Wed Jul 09 18:51:21 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","55","Empty new password - Change password","QA|Nova Bank - Infopool","Wed Jul 09 18:51:23 GMT 2025","passed","Wed Jul 09 18:51:23 GMT 2025","v1 > Profile > Password","Bank User","",""
"","6927","Successful login","QA|Nova Bank - Infopool","Wed Jul 09 18:51:13 GMT 2025","passed","Wed Jul 09 18:51:20 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","243","Forgot password - successful","QA|Nova Bank - Infopool","Wed Jul 09 18:51:21 GMT 2025","failed","Wed Jul 09 18:51:21 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","116","Create_issue_without_attachment","QA|Nova Bank - Infopool","Wed Jul 09 18:51:26 GMT 2025","passed","Wed Jul 09 18:51:26 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","55","Update user - empty action field","QA|Nova Bank - Infopool","Wed Jul 09 18:51:47 GMT 2025","passed","Wed Jul 09 18:51:47 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","52","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jul 09 18:51:21 GMT 2025","passed","Wed Jul 09 18:51:21 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","46","Create organization - empty mis code","QA|Nova Bank - Infopool","Wed Jul 09 18:51:48 GMT 2025","failed","Wed Jul 09 18:51:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","84","verify OTP","QA|Nova Bank - Infopool","Wed Jul 09 18:51:22 GMT 2025","passed","Wed Jul 09 18:51:22 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","47","Get events - no auth","QA|Nova Bank - Infopool","Wed Jul 09 18:51:24 GMT 2025","passed","Wed Jul 09 18:51:24 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","120","Fetch Customer By ID","QA|Nova Bank - Infopool","Wed Jul 09 18:51:35 GMT 2025","passed","Wed Jul 09 18:51:35 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","45","Health","QA|Nova Bank - Infopool","Wed Jul 09 18:51:40 GMT 2025","failed","Wed Jul 09 18:51:40 GMT 2025","v1 > Health","Bank Admin","",""
"","46","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed Jul 09 18:51:39 GMT 2025","passed","Wed Jul 09 18:51:39 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","62","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Wed Jul 09 18:51:49 GMT 2025","passed","Wed Jul 09 18:51:49 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","51","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Wed Jul 09 18:51:25 GMT 2025","passed","Wed Jul 09 18:51:25 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","60","Invalid name - Search Customers","QA|Nova Bank - Infopool","Wed Jul 09 18:51:35 GMT 2025","passed","Wed Jul 09 18:51:35 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","97","Get roles - successful","QA|Nova Bank - Infopool","Wed Jul 09 18:51:50 GMT 2025","passed","Wed Jul 09 18:51:50 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","47","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed Jul 09 18:51:35 GMT 2025","passed","Wed Jul 09 18:51:35 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","57","Get profile roles - successful","QA|Nova Bank - Infopool","Wed Jul 09 18:51:22 GMT 2025","passed","Wed Jul 09 18:51:22 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","553","Get profile - successfully","QA|Nova Bank - Infopool","Wed Jul 09 18:51:23 GMT 2025","passed","Wed Jul 09 18:51:23 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","59","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Wed Jul 09 18:51:49 GMT 2025","passed","Wed Jul 09 18:51:49 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","58","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Wed Jul 09 18:51:49 GMT 2025","passed","Wed Jul 09 18:51:49 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","43","No auth - managers","QA|Nova Bank - Infopool","Wed Jul 09 18:51:50 GMT 2025","passed","Wed Jul 09 18:51:50 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","91","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jul 09 18:51:22 GMT 2025","failed","Wed Jul 09 18:51:22 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","44","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Wed Jul 09 18:51:50 GMT 2025","passed","Wed Jul 09 18:51:50 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","55","Update user - ID does not exist","QA|Nova Bank - Infopool","Wed Jul 09 18:51:44 GMT 2025","passed","Wed Jul 09 18:51:44 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","109","Fetch Customers Channels","QA|Nova Bank - Infopool","Wed Jul 09 18:51:39 GMT 2025","passed","Wed Jul 09 18:51:39 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","59","Create  organization - without parent id","QA|Nova Bank - Infopool","Wed Jul 09 18:51:48 GMT 2025","passed","Wed Jul 09 18:51:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","67","Get roles - successful","QA|Nova Bank - Infopool","Wed Jul 09 18:51:50 GMT 2025","passed","Wed Jul 09 18:51:50 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","716","verifyOTP","QA|Nova Bank - Infopool","Wed Jul 09 18:51:20 GMT 2025","passed","Wed Jul 09 18:51:21 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","45","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Wed Jul 09 18:51:39 GMT 2025","passed","Wed Jul 09 18:51:39 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","171","Get Issue by ID","QA|Nova Bank - Infopool","Wed Jul 09 18:51:27 GMT 2025","passed","Wed Jul 09 18:51:27 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","116","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Wed Jul 09 18:51:35 GMT 2025","passed","Wed Jul 09 18:51:35 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","42","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed Jul 09 18:51:35 GMT 2025","passed","Wed Jul 09 18:51:35 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","77","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Wed Jul 09 18:51:34 GMT 2025","failed","Wed Jul 09 18:51:34 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","82","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Wed Jul 09 18:51:39 GMT 2025","failed","Wed Jul 09 18:51:39 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","57","Update profile - Invalid file size","QA|Nova Bank - Infopool","Wed Jul 09 18:51:24 GMT 2025","passed","Wed Jul 09 18:51:24 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","49","No Auth - Change password","QA|Nova Bank - Infopool","Wed Jul 09 18:51:22 GMT 2025","passed","Wed Jul 09 18:51:22 GMT 2025","v1 > Profile > Password","Bank User","",""
"","46","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Wed Jul 09 18:51:22 GMT 2025","passed","Wed Jul 09 18:51:22 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","146","No auth - Create a New Issue","QA|Nova Bank - Infopool","Wed Jul 09 18:51:26 GMT 2025","passed","Wed Jul 09 18:51:26 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","44","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Wed Jul 09 18:51:35 GMT 2025","passed","Wed Jul 09 18:51:35 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","49","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Wed Jul 09 18:51:39 GMT 2025","passed","Wed Jul 09 18:51:39 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","58","Empty current password - Change password","QA|Nova Bank - Infopool","Wed Jul 09 18:51:23 GMT 2025","passed","Wed Jul 09 18:51:23 GMT 2025","v1 > Profile > Password","Bank User","",""
"","68","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Wed Jul 09 18:51:48 GMT 2025","passed","Wed Jul 09 18:51:49 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","45","Get profile - user not logged in","QA|Nova Bank - Infopool","Wed Jul 09 18:51:23 GMT 2025","passed","Wed Jul 09 18:51:23 GMT 2025","v1 > Profile > Get profile","Bank User","",""
