"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","52","Role does not exist - update role","QA|Nova Bank - Infopool","Sun Jun 08 22:15:18 GMT 2025","passed","Sun Jun 08 22:15:18 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","238","Get events - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:13:42 GMT 2025","passed","Sun Jun 08 22:13:43 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","53","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:15:19 GMT 2025","passed","Sun Jun 08 22:15:19 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","232","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:13:51 GMT 2025","failed","Sun Jun 08 22:13:51 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","57","No auth - get user role","QA|Nova Bank - Infopool","Sun Jun 08 22:15:18 GMT 2025","passed","Sun Jun 08 22:15:18 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","233","Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:13:53 GMT 2025","passed","Sun Jun 08 22:13:53 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","3227","Get events - invalid end date","QA|Nova Bank - Infopool","Sun Jun 08 22:13:43 GMT 2025","passed","Sun Jun 08 22:13:46 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","107","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 22:13:47 GMT 2025","passed","Sun Jun 08 22:13:48 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","140","No_auth_add_comments","QA|Nova Bank - Infopool","Sun Jun 08 22:14:01 GMT 2025","passed","Sun Jun 08 22:14:01 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","217","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:13:57 GMT 2025","failed","Sun Jun 08 22:13:57 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","76","Get profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 22:13:38 GMT 2025","passed","Sun Jun 08 22:13:38 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","54","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:15:18 GMT 2025","passed","Sun Jun 08 22:15:18 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","147","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Jun 08 22:13:42 GMT 2025","passed","Sun Jun 08 22:13:42 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","64","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:13:34 GMT 2025","passed","Sun Jun 08 22:13:34 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","54","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 22:15:17 GMT 2025","passed","Sun Jun 08 22:15:17 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","509","Get profile - successfully","QA|Nova Bank - Infopool","Sun Jun 08 22:13:37 GMT 2025","passed","Sun Jun 08 22:13:38 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","232","Get roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:15:21 GMT 2025","passed","Sun Jun 08 22:15:21 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","52","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:15:18 GMT 2025","passed","Sun Jun 08 22:15:18 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","3589","Invalid credentials","QA|Nova Bank - Infopool","Sun Jun 08 22:13:28 GMT 2025","passed","Sun Jun 08 22:13:32 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","346","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:13:51 GMT 2025","passed","Sun Jun 08 22:13:51 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","142","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 22:13:33 GMT 2025","passed","Sun Jun 08 22:13:33 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","219","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:15:20 GMT 2025","passed","Sun Jun 08 22:15:21 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","52","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:15:19 GMT 2025","passed","Sun Jun 08 22:15:19 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","650","Weak password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 22:13:36 GMT 2025","passed","Sun Jun 08 22:13:37 GMT 2025","v1 > Profile > Password","Bank User","",""
"","3166","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Jun 08 22:13:39 GMT 2025","passed","Sun Jun 08 22:13:42 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","53","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 22:15:17 GMT 2025","passed","Sun Jun 08 22:15:17 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","142","No auth - managers","QA|Nova Bank - Infopool","Sun Jun 08 22:15:21 GMT 2025","passed","Sun Jun 08 22:15:21 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","136","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Sun Jun 08 22:13:56 GMT 2025","passed","Sun Jun 08 22:13:56 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","185","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Jun 08 22:14:03 GMT 2025","failed","Sun Jun 08 22:14:03 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","216","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 22:14:01 GMT 2025","failed","Sun Jun 08 22:14:01 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","127","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:13:34 GMT 2025","passed","Sun Jun 08 22:13:34 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","226","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Jun 08 22:13:51 GMT 2025","failed","Sun Jun 08 22:13:51 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","57","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:13:35 GMT 2025","passed","Sun Jun 08 22:13:35 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","907","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 08 22:14:03 GMT 2025","passed","Sun Jun 08 22:14:04 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","60","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 22:14:02 GMT 2025","passed","Sun Jun 08 22:14:02 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","53","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 22:15:20 GMT 2025","passed","Sun Jun 08 22:15:20 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","53","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 22:15:19 GMT 2025","passed","Sun Jun 08 22:15:19 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","53","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Jun 08 22:15:19 GMT 2025","passed","Sun Jun 08 22:15:19 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","68","Update profile","QA|Nova Bank - Infopool","Sun Jun 08 22:13:42 GMT 2025","failed","Sun Jun 08 22:13:42 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","71","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 22:14:03 GMT 2025","passed","Sun Jun 08 22:14:03 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","52","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 22:15:18 GMT 2025","passed","Sun Jun 08 22:15:18 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","180","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:13:34 GMT 2025","passed","Sun Jun 08 22:13:34 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","54","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 22:15:19 GMT 2025","passed","Sun Jun 08 22:15:19 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","52","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 22:15:17 GMT 2025","passed","Sun Jun 08 22:15:17 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","53","get user role","QA|Nova Bank - Infopool","Sun Jun 08 22:15:18 GMT 2025","passed","Sun Jun 08 22:15:18 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","224","Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 22:14:01 GMT 2025","passed","Sun Jun 08 22:14:02 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","234","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 22:14:02 GMT 2025","passed","Sun Jun 08 22:14:02 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","166","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Jun 08 22:14:03 GMT 2025","passed","Sun Jun 08 22:14:03 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","53","successful dashboard embed","QA|Nova Bank - Infopool","Sun Jun 08 22:15:17 GMT 2025","passed","Sun Jun 08 22:15:17 GMT 2025","embed dashboard","Bank User","",""
"","57","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 22:13:49 GMT 2025","passed","Sun Jun 08 22:13:49 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","51","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 08 22:15:20 GMT 2025","passed","Sun Jun 08 22:15:20 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","54","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 08 22:15:19 GMT 2025","passed","Sun Jun 08 22:15:19 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","115","Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:13:35 GMT 2025","passed","Sun Jun 08 22:13:35 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","63","No user credentials","QA|Nova Bank - Infopool","Sun Jun 08 22:13:32 GMT 2025","passed","Sun Jun 08 22:13:32 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","55","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 22:15:18 GMT 2025","passed","Sun Jun 08 22:15:18 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","97","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 22:13:52 GMT 2025","passed","Sun Jun 08 22:13:52 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","54","Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 22:15:18 GMT 2025","passed","Sun Jun 08 22:15:18 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","61","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Jun 08 22:15:20 GMT 2025","passed","Sun Jun 08 22:15:20 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","244","Invalid current password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 22:13:36 GMT 2025","passed","Sun Jun 08 22:13:36 GMT 2025","v1 > Profile > Password","Bank User","",""
"","101","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 22:14:02 GMT 2025","passed","Sun Jun 08 22:14:02 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","71","Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:13:52 GMT 2025","failed","Sun Jun 08 22:13:52 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","57","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Sun Jun 08 22:15:20 GMT 2025","passed","Sun Jun 08 22:15:20 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","152","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 22:13:37 GMT 2025","passed","Sun Jun 08 22:13:37 GMT 2025","v1 > Profile > Password","Bank User","",""
"","52","Update user - no auth","QA|Nova Bank - Infopool","Sun Jun 08 22:15:18 GMT 2025","passed","Sun Jun 08 22:15:18 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","257","verifyOTP","QA|Nova Bank - Infopool","Sun Jun 08 22:13:32 GMT 2025","passed","Sun Jun 08 22:13:32 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","254","Add attachment to issue","QA|Nova Bank - Infopool","Sun Jun 08 22:13:56 GMT 2025","failed","Sun Jun 08 22:13:56 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","54","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun Jun 08 22:15:20 GMT 2025","passed","Sun Jun 08 22:15:20 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","53","Create organization - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 22:15:19 GMT 2025","passed","Sun Jun 08 22:15:19 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","107","No Auth - Change password","QA|Nova Bank - Infopool","Sun Jun 08 22:13:36 GMT 2025","passed","Sun Jun 08 22:13:36 GMT 2025","v1 > Profile > Password","Bank User","",""
"","54","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 22:15:19 GMT 2025","passed","Sun Jun 08 22:15:20 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","53","Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 22:15:17 GMT 2025","passed","Sun Jun 08 22:15:17 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","53","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Jun 08 22:15:20 GMT 2025","passed","Sun Jun 08 22:15:20 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","301","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:13:50 GMT 2025","passed","Sun Jun 08 22:13:51 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","60","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:13:53 GMT 2025","failed","Sun Jun 08 22:13:53 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","121","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:13:34 GMT 2025","passed","Sun Jun 08 22:13:34 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","371","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Jun 08 22:13:46 GMT 2025","passed","Sun Jun 08 22:13:47 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","307","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 22:14:02 GMT 2025","passed","Sun Jun 08 22:14:03 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","3147","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:13:53 GMT 2025","passed","Sun Jun 08 22:13:56 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","52","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:15:20 GMT 2025","passed","Sun Jun 08 22:15:20 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","4113","Successful login","QA|Nova Bank - Infopool","Sun Jun 08 22:13:24 GMT 2025","passed","Sun Jun 08 22:13:28 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","53","Update organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:15:19 GMT 2025","passed","Sun Jun 08 22:15:19 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","52","Create organization - no country ID","QA|Nova Bank - Infopool","Sun Jun 08 22:15:19 GMT 2025","passed","Sun Jun 08 22:15:19 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","61","Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 22:14:01 GMT 2025","failed","Sun Jun 08 22:14:01 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","56","Create organization - no name","QA|Nova Bank - Infopool","Sun Jun 08 22:15:19 GMT 2025","passed","Sun Jun 08 22:15:19 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","464","Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 22:13:52 GMT 2025","passed","Sun Jun 08 22:13:52 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","55","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:15:20 GMT 2025","passed","Sun Jun 08 22:15:20 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","154","managers","QA|Nova Bank - Infopool","Sun Jun 08 22:15:21 GMT 2025","passed","Sun Jun 08 22:15:21 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","56","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 22:13:52 GMT 2025","passed","Sun Jun 08 22:13:52 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","59","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:13:34 GMT 2025","passed","Sun Jun 08 22:13:35 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","63","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Jun 08 22:13:33 GMT 2025","passed","Sun Jun 08 22:13:33 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","63","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:13:48 GMT 2025","passed","Sun Jun 08 22:13:48 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","53","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sun Jun 08 22:15:20 GMT 2025","passed","Sun Jun 08 22:15:20 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","236","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Sun Jun 08 22:14:00 GMT 2025","passed","Sun Jun 08 22:14:01 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","52","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:15:19 GMT 2025","passed","Sun Jun 08 22:15:19 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","830","resend_invitation_toUser","QA|Nova Bank - Infopool","Sun Jun 08 22:13:48 GMT 2025","passed","Sun Jun 08 22:13:48 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","54","Remove user from an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:15:20 GMT 2025","passed","Sun Jun 08 22:15:20 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","53","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 22:15:20 GMT 2025","passed","Sun Jun 08 22:15:20 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","145","Invalid email format","QA|Nova Bank - Infopool","Sun Jun 08 22:13:32 GMT 2025","passed","Sun Jun 08 22:13:32 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
