"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20","Get all notification templates - successful","QA|Nova Bank - Infopool","Fri Mar 28 17:02:04 GMT 2025","passed","Fri Mar 28 17:02:04 GMT 2025","v1 > Notifications > Templates","Bank Admin","",""
"","36","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Fri Mar 28 17:02:04 GMT 2025","failed","Fri Mar 28 17:02:04 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","58","Search Customers","QA|Nova Bank - Infopool","Fri Mar 28 17:01:52 GMT 2025","passed","Fri Mar 28 17:01:52 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","2800","Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Mar 28 17:01:53 GMT 2025","passed","Fri Mar 28 17:01:56 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","42","Update Customer Comment","QA|Nova Bank - Infopool","Fri Mar 28 17:01:52 GMT 2025","passed","Fri Mar 28 17:01:52 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","3627","Successful login","QA|Nova Bank - Infopool","Fri Mar 28 17:01:44 GMT 2025","passed","Fri Mar 28 17:01:48 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","49","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Fri Mar 28 17:02:02 GMT 2025","passed","Fri Mar 28 17:02:02 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","57","Update definition","QA|Nova Bank - Infopool","Fri Mar 28 17:01:56 GMT 2025","passed","Fri Mar 28 17:01:56 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","58","Search Customers - invalid user phone number","QA|Nova Bank - Infopool","Fri Mar 28 17:01:52 GMT 2025","passed","Fri Mar 28 17:01:52 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","52","Send user invitation token - empty last name","QA|Nova Bank - Infopool","Fri Mar 28 17:01:51 GMT 2025","passed","Fri Mar 28 17:01:51 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","62","Get all Issues","QA|Nova Bank - Infopool","Fri Mar 28 17:01:51 GMT 2025","failed","Fri Mar 28 17:01:51 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","49","Update user - ID does not exist","QA|Nova Bank - Infopool","Fri Mar 28 17:01:58 GMT 2025","passed","Fri Mar 28 17:01:58 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","59","Fetch Customers Channels","QA|Nova Bank - Infopool","Fri Mar 28 17:01:56 GMT 2025","passed","Fri Mar 28 17:01:56 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","37","Get profile roles - successful","QA|Nova Bank - Infopool","Fri Mar 28 17:01:49 GMT 2025","passed","Fri Mar 28 17:01:49 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","55","update notification template","QA|Nova Bank - Infopool","Fri Mar 28 17:02:04 GMT 2025","passed","Fri Mar 28 17:02:04 GMT 2025","v1 > Notifications > Templates","Bank Admin","",""
"","45","Update user - invalid action","QA|Nova Bank - Infopool","Fri Mar 28 17:01:58 GMT 2025","passed","Fri Mar 28 17:01:58 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","45","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Fri Mar 28 17:02:03 GMT 2025","failed","Fri Mar 28 17:02:03 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","103","Get all notifications - invalid type","QA|Nova Bank - Infopool","Fri Mar 28 17:02:05 GMT 2025","passed","Fri Mar 28 17:02:05 GMT 2025","v1 > Notifications","Bank Admin","",""
"","20","Update permissions - permissions do not exist","QA|Nova Bank - Infopool","Fri Mar 28 17:02:03 GMT 2025","passed","Fri Mar 28 17:02:03 GMT 2025","v1 > Roles > Permissions > Update permission - API needs review","Bank Admin","",""
"","57","Add user to an organization - successful","QA|Nova Bank - Infopool","Fri Mar 28 17:02:03 GMT 2025","passed","Fri Mar 28 17:02:03 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","81","Add Comment to Customer","QA|Nova Bank - Infopool","Fri Mar 28 17:01:51 GMT 2025","passed","Fri Mar 28 17:01:52 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","50","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Fri Mar 28 17:02:03 GMT 2025","passed","Fri Mar 28 17:02:03 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","28","Send user invitation token - invalid authentication","QA|Nova Bank - Infopool","Fri Mar 28 17:01:51 GMT 2025","passed","Fri Mar 28 17:01:51 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","30","Forgot password - user does not exist","QA|Nova Bank - Infopool","Fri Mar 28 17:01:48 GMT 2025","passed","Fri Mar 28 17:01:48 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","44","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Fri Mar 28 17:02:03 GMT 2025","passed","Fri Mar 28 17:02:03 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","33","managers","QA|Nova Bank - Infopool","Fri Mar 28 17:02:03 GMT 2025","passed","Fri Mar 28 17:02:03 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","20","Notifications Controller create Notification v1","QA|Nova Bank - Infopool","Fri Mar 28 17:02:04 GMT 2025","passed","Fri Mar 28 17:02:04 GMT 2025","v1 > Notifications","Bank Admin","",""
"","63","audit trail","QA|Nova Bank - Infopool","Fri Mar 28 17:01:50 GMT 2025","passed","Fri Mar 28 17:01:50 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","36","Fetch user by ID - successful","QA|Nova Bank - Infopool","Fri Mar 28 17:01:56 GMT 2025","passed","Fri Mar 28 17:01:56 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","44","Update profile - no phone number","QA|Nova Bank - Infopool","Fri Mar 28 17:01:50 GMT 2025","passed","Fri Mar 28 17:01:50 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","48","Update user - empty action field","QA|Nova Bank - Infopool","Fri Mar 28 17:01:58 GMT 2025","passed","Fri Mar 28 17:01:58 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","43","Get all definitions","QA|Nova Bank - Infopool","Fri Mar 28 17:01:56 GMT 2025","passed","Fri Mar 28 17:01:56 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","33","Forgot password - invalid email format","QA|Nova Bank - Infopool","Fri Mar 28 17:01:48 GMT 2025","passed","Fri Mar 28 17:01:48 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","28","Send user invitation token - empty first name","QA|Nova Bank - Infopool","Fri Mar 28 17:01:51 GMT 2025","passed","Fri Mar 28 17:01:51 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","28","Change password - No Auth","QA|Nova Bank - Infopool","Fri Mar 28 17:01:49 GMT 2025","passed","Fri Mar 28 17:01:49 GMT 2025","v1 > Profile > Password","Bank User","",""
"","28","Forgot password - no email","QA|Nova Bank - Infopool","Fri Mar 28 17:01:48 GMT 2025","passed","Fri Mar 28 17:01:48 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","35","Delete Attachment from Issue invalid attachment id","QA|Nova Bank - Infopool","Fri Mar 28 17:01:51 GMT 2025","failed","Fri Mar 28 17:01:51 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","35","Create a New Issue - empty issue","QA|Nova Bank - Infopool","Fri Mar 28 17:01:51 GMT 2025","passed","Fri Mar 28 17:01:51 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","33","Add attachment to issue","QA|Nova Bank - Infopool","Fri Mar 28 17:01:51 GMT 2025","failed","Fri Mar 28 17:01:51 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","158","Invalid credentials","QA|Nova Bank - Infopool","Fri Mar 28 17:01:48 GMT 2025","passed","Fri Mar 28 17:01:48 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","45","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Fri Mar 28 17:02:03 GMT 2025","failed","Fri Mar 28 17:02:03 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","25","Health","QA|Nova Bank - Infopool","Fri Mar 28 17:01:56 GMT 2025","passed","Fri Mar 28 17:01:56 GMT 2025","v1 > Health","Bank Admin","",""
"","21","Get all notification templates - invalid category","QA|Nova Bank - Infopool","Fri Mar 28 17:02:04 GMT 2025","passed","Fri Mar 28 17:02:04 GMT 2025","v1 > Notifications > Templates","Bank Admin","",""
"","49","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Fri Mar 28 17:02:02 GMT 2025","passed","Fri Mar 28 17:02:02 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","34","Get all permissions","QA|Nova Bank - Infopool","Fri Mar 28 17:02:04 GMT 2025","passed","Fri Mar 28 17:02:04 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","48","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Fri Mar 28 17:02:03 GMT 2025","passed","Fri Mar 28 17:02:03 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","43","Create roles - no description","QA|Nova Bank - Infopool","Fri Mar 28 17:02:04 GMT 2025","passed","Fri Mar 28 17:02:04 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","38","Get Issue by ID","QA|Nova Bank - Infopool","Fri Mar 28 17:01:51 GMT 2025","failed","Fri Mar 28 17:01:51 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","42","Update role status","QA|Nova Bank - Infopool","Fri Mar 28 17:02:04 GMT 2025","passed","Fri Mar 28 17:02:04 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","307","Create a New Issue","QA|Nova Bank - Infopool","Fri Mar 28 17:01:51 GMT 2025","passed","Fri Mar 28 17:01:51 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","479","Get all notifications - successful","QA|Nova Bank - Infopool","Fri Mar 28 17:02:04 GMT 2025","passed","Fri Mar 28 17:02:05 GMT 2025","v1 > Notifications","Bank Admin","",""
"","107","Get events - successful","QA|Nova Bank - Infopool","Fri Mar 28 17:01:50 GMT 2025","passed","Fri Mar 28 17:01:50 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","25","Search Customers - No Auth","QA|Nova Bank - Infopool","Fri Mar 28 17:01:52 GMT 2025","passed","Fri Mar 28 17:01:52 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","62","Fetch Customer By ID","QA|Nova Bank - Infopool","Fri Mar 28 17:01:52 GMT 2025","passed","Fri Mar 28 17:01:52 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","57","Remove user from an organization - successful","QA|Nova Bank - Infopool","Fri Mar 28 17:02:03 GMT 2025","passed","Fri Mar 28 17:02:03 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","43","Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Mar 28 17:01:52 GMT 2025","passed","Fri Mar 28 17:01:52 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","23","Health","QA|Nova Bank - Infopool","Fri Mar 28 17:02:05 GMT 2025","passed","Fri Mar 28 17:02:05 GMT 2025","v1","Bank Admin","",""
"","34","Add Comment to Issue","QA|Nova Bank - Infopool","Fri Mar 28 17:01:51 GMT 2025","failed","Fri Mar 28 17:01:51 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","47","Update definition - empty fields","QA|Nova Bank - Infopool","Fri Mar 28 17:01:56 GMT 2025","passed","Fri Mar 28 17:01:56 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","40","update role","QA|Nova Bank - Infopool","Fri Mar 28 17:01:58 GMT 2025","passed","Fri Mar 28 17:01:58 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","24","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Fri Mar 28 17:01:52 GMT 2025","passed","Fri Mar 28 17:01:52 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","27","Get profile - user not logged in","QA|Nova Bank - Infopool","Fri Mar 28 17:01:50 GMT 2025","passed","Fri Mar 28 17:01:50 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","25","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Fri Mar 28 17:01:57 GMT 2025","passed","Fri Mar 28 17:01:57 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","63","Search Customers - invalid name","QA|Nova Bank - Infopool","Fri Mar 28 17:01:52 GMT 2025","passed","Fri Mar 28 17:01:52 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","35","Get single definition - invalid ID","QA|Nova Bank - Infopool","Fri Mar 28 17:01:56 GMT 2025","passed","Fri Mar 28 17:01:56 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","51","Create  organization - without parent id","QA|Nova Bank - Infopool","Fri Mar 28 17:01:58 GMT 2025","passed","Fri Mar 28 17:01:58 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","22","Get role permission - successful","QA|Nova Bank - Infopool","Fri Mar 28 17:02:03 GMT 2025","passed","Fri Mar 28 17:02:03 GMT 2025","v1 > Roles > Permissions > Get role permissions","Bank Admin","",""
"","30","No user credentials","QA|Nova Bank - Infopool","Fri Mar 28 17:01:48 GMT 2025","passed","Fri Mar 28 17:01:48 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","173","Change password - weak password","QA|Nova Bank - Infopool","Fri Mar 28 17:01:49 GMT 2025","passed","Fri Mar 28 17:01:49 GMT 2025","v1 > Profile > Password","Bank User","",""
"","51","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Fri Mar 28 17:02:02 GMT 2025","passed","Fri Mar 28 17:02:02 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","34","get user role","QA|Nova Bank - Infopool","Fri Mar 28 17:01:58 GMT 2025","passed","Fri Mar 28 17:01:58 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","67","Get profile - successfully","QA|Nova Bank - Infopool","Fri Mar 28 17:01:50 GMT 2025","passed","Fri Mar 28 17:01:50 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","36","Get permission by ID - successful","QA|Nova Bank - Infopool","Fri Mar 28 17:02:04 GMT 2025","failed","Fri Mar 28 17:02:04 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","20","Get notification template by ID","QA|Nova Bank - Infopool","Fri Mar 28 17:02:04 GMT 2025","passed","Fri Mar 28 17:02:04 GMT 2025","v1 > Notifications > Template","Bank Admin","",""
"","36","Fetch Customers Accounts","QA|Nova Bank - Infopool","Fri Mar 28 17:01:56 GMT 2025","passed","Fri Mar 28 17:01:56 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","20","Get role permission - role ID does not exist","QA|Nova Bank - Infopool","Fri Mar 28 17:02:03 GMT 2025","passed","Fri Mar 28 17:02:03 GMT 2025","v1 > Roles > Permissions > Get role permissions","Bank Admin","",""
"","43","Create organization - empty city value","QA|Nova Bank - Infopool","Fri Mar 28 17:02:02 GMT 2025","passed","Fri Mar 28 17:02:02 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","34","Invalid email format","QA|Nova Bank - Infopool","Fri Mar 28 17:01:48 GMT 2025","passed","Fri Mar 28 17:01:48 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","35","Update Issue","QA|Nova Bank - Infopool","Fri Mar 28 17:01:51 GMT 2025","failed","Fri Mar 28 17:01:51 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","43","Update profile - Invalid file size","QA|Nova Bank - Infopool","Fri Mar 28 17:01:50 GMT 2025","passed","Fri Mar 28 17:01:50 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","1514","Fetch all users","QA|Nova Bank - Infopool","Fri Mar 28 17:01:57 GMT 2025","passed","Fri Mar 28 17:01:58 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","55","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Fri Mar 28 17:02:03 GMT 2025","passed","Fri Mar 28 17:02:03 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","35","Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Mar 28 17:01:51 GMT 2025","failed","Fri Mar 28 17:01:51 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","41","Delete Customer Comment","QA|Nova Bank - Infopool","Fri Mar 28 17:01:52 GMT 2025","passed","Fri Mar 28 17:01:52 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","48","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Fri Mar 28 17:02:03 GMT 2025","passed","Fri Mar 28 17:02:03 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","31","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Fri Mar 28 17:02:03 GMT 2025","passed","Fri Mar 28 17:02:03 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","3146","Create organization - empty description","QA|Nova Bank - Infopool","Fri Mar 28 17:01:59 GMT 2025","passed","Fri Mar 28 17:02:02 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","40","Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Fri Mar 28 17:01:49 GMT 2025","passed","Fri Mar 28 17:01:49 GMT 2025","v1 > Auth > mfa > verify","Bank User","",""
"","27","Send user invitation token - empty password","QA|Nova Bank - Infopool","Fri Mar 28 17:01:51 GMT 2025","passed","Fri Mar 28 17:01:51 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
